ITEM_NUMBER,DESCRIPTION,SALES_UOM,PACK_CODE,CONVERSION_FACTOR,LENGTH,WIDTH,HEIGHT,UOM_WEIGHT
5834190,"HGSTAR, 14.5 Fr, 24 cm STD, PC",CA,PP,5,19.5,10.0,6.5,5
4134110,"4 Fr S/L PQC w/ SEI,",CA,PP,10,19.5,10.5,8.5,9
4143202,"DOT PQC ML, 3F, SL, INT",CA,CG,10,19.5,10.5,8.5,9
4144202,"DOT PQC ML, 4F, SL INT",CA,CG,10,19.5,10.5,8.5,9
4245202,"DOT PQC ML, 5F, DL",CA,CG,10,19.5,10.5,8.5,9
7717412,SingleLumenMidlineW/oStylet,CA,NC,10,19.5,11.0,9.0,9
9005290,SYRINGE EAR 30Z,CA,CG,150,19.5,16.5,10.5,16
8014120,CathSolidTip1EyeNelaton,CA,PP,12,19.6,3.3,0.6,0
8014080,CathSolidTip1EyeNelaton,CA,PP,12,19.6,3.4,0.1,0
661502,UrodynamicMonitor4Channel,EA,PP,1,19.6,17.3,11.5,22
0044140,LevinTbPlastic,CA,CG,200,19.7,14.1,18.6,16
0044160,LevinTbPlastic,CA,CG,200,19.7,14.2,18.8,17
802015,AddFolyTryw/802001Bag,CA,CG,10,19.7,14.5,8.5,8
802016,FolyTryClsdSys,CA,CG,10,19.7,14.5,8.5,9
802018,FolyTryClsdSys,CA,CG,10,19.7,14.5,8.5,9
802035,AddFolyTryw/802001Bag,CA,CG,10,19.7,14.5,8.5,9
8014160,CathSolidTip1EyeNelaton,CA,PP,12,19.8,3.3,1.2,0
9094080,ALL PURPOSE BULK PACK,CA,CG,500,19.8,10.5,6.1,4
9094100,ALL PURPPOSE BULK PACK,CA,CG,500,19.8,10.5,6.1,6
9094120,ALL PURPOSE BULK PACK,CA,CG,500,19.8,10.5,6.1,7
9094140,ALL PURPOSE BULK PACK,CA,CG,500,19.8,10.5,6.1,9
9094160,ALL PURPOSE BULK PACK,CA,CG,500,19.8,10.5,6.1,10
9094180,ALL PURPOSE BULK PACK,CA,CG,500,19.8,10.5,6.1,12
9094200,ALL PURPOSE BULK PACK,CA,CG,500,19.8,10.5,6.1,15
9094220,ALL PURPOSE BULK PACK,CA,CG,500,19.8,10.5,6.1,16
0802915,"PWERHICK,9.5FDL,MI KIT,2CMCUFF",EA,PP,1,19.8,10.0,0.6,1
0006510,RectalTbPlastic,CA,CG,200,19.9,14.1,18.6,18
8014100,CathSolidTip1EyeNelaton,CA,PP,12,20.0,1.8,0.3,0
600276,StyletCathGuyonCurve,EA,PP,1,20.0,2.1,0.1,0
200131,DiagCathStrblePlasQuadplr,EA,NC,1,20.0,3.3,0.8,0
200769,DiagCathStrblePlasQuadPlr,EA,NC,1,20.0,3.3,1.3,1
200772,DiagCathStrblePlasHexaplr,EA,NC,1,20.0,3.3,1.3,1
200770,DiagCathStrblePlasQuadPlr,EA,NC,1,20.0,3.3,1.3,1
CQ120104,PTABalloonDilatationCatheter,EA,PP,1,20.0,3.5,0.3,0
CQ12054,PTABalloonDilatationCatheter,EA,PP,1,20.0,3.5,0.3,0
CQ12062,PTABalloonDilatationCatheter,EA,PP,1,20.0,3.5,0.3,0
CQ12064,PTABalloonDilatationCatheter,EA,PP,1,20.0,3.5,0.3,0
CQ12074,PTABalloonDilatationCatheter,EA,PP,1,20.0,3.5,0.3,0
CQ12084,PTABalloonDilatationCatheter,EA,PP,1,20.0,3.5,0.3,0
CQ12094,PTABalloonDilatationCatheter,EA,PP,1,20.0,3.5,0.3,0
CQF7558,PTABalloonDilatationCatheter,EA,NC,1,20.0,3.5,0.3,0
CQF7566,PTABalloonDilatationCatheter,CA,NC,1,20.0,3.5,0.3,0
DR8034,Dorado PTA Dilatation Catheter,EA,NC,1,20.0,3.5,0.5,1
NBD10,BiliaryDrainCatheterW/Nitinol,CA,NC,5,20.0,4.0,2.0,1
NBD12,BILIARY DRAIN CATHETER 12F,CA,NC,5,20.0,4.0,2.5,1
007605,840 Parsonnet Probe 2.0,CA,PP,5,20.0,4.5,2.5,1
5762200,"Niagara PC Ext, 20cm Cath Only",CA,NC,5,20.0,5.0,3.0,1
SRK35,DualSheathSnareKit,EA,NC,1,20.0,6.0,1.5,1
310020T,AblatnCathQuadpolr 252mm,EA,NC,1,20.0,6.0,2.0,1
5955113,10x13 ELLIPSE END ITEM,EA,PP,1,20.0,7.0,1.5,2
5955124,12X14 RECTANGLE END ITEM,EA,PP,1,20.0,7.0,1.5,2
5494240,"Brevia PC Ext, 24cm Kit",CA,PP,5,20.0,8.0,5.0,1
5001834,IntermitFirmMagicHydroCib55708,CA,PP,1,20.0,8.0,12.0,6
5001835,IntermitFirmMagicHydroCib55710,CA,PP,1,20.0,8.0,12.0,6
5001836,IntermitFirmMagicHydroCib55712,CA,PP,1,20.0,8.0,12.0,6
5001837,IntermitFirmMagicHydroCib55714,CA,PP,1,20.0,8.0,12.0,6
5001838,IntermitFirmMagicHydroCib55716,CA,PP,1,20.0,8.0,12.0,6
5001839,IntermitFirmMagicHydroCib55718,CA,PP,1,20.0,8.0,12.0,6
55708,IntermitFirmMagicHydroCib55708,CA,CG,50,20.0,8.0,12.0,6
55710,IntermitFirmMagicHydroCib55710,CA,CG,50,20.0,8.0,12.0,6
55712,IntermitFirmMagicHydroCib55712,CA,CG,50,20.0,8.0,12.0,6
55714,IntermitFirmMagicHydroCib55714,CA,CG,50,20.0,8.0,12.0,6
55716,IntermitFirmMagicHydroCib55716,CA,CG,50,20.0,8.0,12.0,6
55718,IntermitFirmMagicHydroCib55718,CA,CG,50,20.0,8.0,12.0,6
5434120,NiagaraSlimPCExt12.5cmKit,CA,PP,5,20.0,8.5,1.0,3
5603150J,"PWRTRIAL, 15CM ST ACTE DIAL JP",EA,PP,1,20.0,8.5,1.0,1
5603200J,"PWRTRIAL, 20CM ST ACTE DIAL JP",EA,PP,1,20.0,8.5,1.0,1
5613200J,PWRTRIAL20CM PC ACTE DIAL JPN,EA,PP,1,20.0,8.5,1.0,1
5434150,"NIAG SLIM C. EXT, KIT 15CM",CA,PP,5,20.0,8.5,5.0,3
5563150,"BREVIA CATHETER KIT, 15CM",CA,NC,5,20.0,8.5,5.0,3
5603200,"POWERTL,20CM,ST,ACUTEDIALKIT",CA,PP,5,20.0,8.5,5.0,3
5603240J,"PWRTRIAL, 24CM ST ACTE DIAL JP",CA,PP,5,20.0,8.5,5.0,3
5603300,"POWERTL,30CM,ST,ACUTEDIALKIT",CA,PP,5,20.0,8.5,5.0,3
5603300J,"PWRTRIAL, 30CM ST ACTE DIAL JP",EA,PP,1,20.0,8.5,5.0,3
5678401,10F DL KIT,CA,PP,5,20.0,8.5,5.0,1
VIUL06020,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUL06030,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUL06080,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUL06100,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUL06120,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUL07030,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUL07040,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUL07060,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUL07080,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUL07100,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUL07120,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUL08020,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUL08040,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUL08060,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUL08080,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUL08120,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUL09030,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUL09040,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUL09120,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUL10040,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUL10080,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUL10100,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUL10120,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUL12020,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUL12040,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUL12060,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUL12080,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUL12100,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUL12120,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUL14020,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUL14030,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUL14040,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUL14060,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUL14080,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUL14100,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUL14120,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUS06020,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUS06040,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUS06060,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUS06080,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUS06100,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUS06120,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUS07030,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUS07040,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUS07060,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUS07080,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUS07100,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUS07120,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUS08020,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUS08030,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUS08040,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUS08060,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUS08080,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUS08100,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUS08120,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUS09020,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUS09030,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUS09040,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUS09080,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUS09100,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUS10020,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUS10030,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUS10040,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUS10060,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUS10080,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUS10100,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUS12020,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUS12030,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUS12040,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUS12060,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUS12080,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUS12100,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUS12120,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUS14020,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUS14030,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUS14040,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUS14060,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUS14080,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUS14100,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
VIUS14120,LifeStarVascularStent,EA,PP,1,20.0,9.0,1.0,1
EX062001CL,LifestentSoloVascularStent,EA,PP,1,20.0,9.0,2.0,1
EX072001CL,LifestentSoloVascularStent,EA,PP,1,20.0,9.0,2.0,1
5494120,"Brevia PC Ext, 12.5cm Kit",CA,PP,5,20.0,9.0,5.0,2
5494150,"Berevia PC Ext, 15 cm Kit",CA,PP,5,20.0,9.0,5.0,2
5494200,"BREVIA C. EXT, KIT 20CM",CA,PP,5,20.0,9.0,5.0,2
5533190,PreCurvedDualLumenCatheter,CA,PP,5,20.0,9.0,5.0,3
5553200,StraightAcuteDualLumenCathKit,CA,PP,5,20.0,9.0,5.0,2
5553240,StraightAcuteDualLumenCathKit,CA,PP,5,20.0,9.0,5.0,2
5678125,DL KIT-DLK3500,CA,PP,5,20.0,9.0,5.0,2
5678441,10F DL KIT (JPN) - DLK,CA,PP,5,20.0,9.0,5.0,2
5678443,10F DL KIT (JPN) -,CA,PP,5,20.0,9.0,5.0,2
5764150,"Niagara PC Ext, 15 cm Kit",CA,PP,5,20.0,9.0,5.0,2
4244202,"DOT PQC ML, 4F, DL, INT",CA,PP,10,20.0,9.0,9.0,7
5434240,"NIAG SLIM C. EXT, KIT 24CM",CA,PP,5,20.0,9.5,5.0,3
143112,SuprapubicTray,CA,CG,6,20.0,9.8,6.8,3
0144680,"6.2""x8.2""Comp LPEllipsewEchoPS",EA,PP,1,20.0,10.0,2.0,1
5955790,7X9 ELLIPSE END ITEM,EA,NC,1,20.0,10.0,2.0,1
5955800,"VentralightST wEchoPS 8"" Circl",EA,NC,1,20.0,10.0,2.0,0
5103230,VAC ST 14.5 FR 23 CM STD KIT,CA,CG,5,20.0,10.0,3.5,2
5123230,VAC ST 14.5FR 23CM BASIC KIT,CA,PP,5,20.0,10.0,3.5,2
5143230,VAC ST 16FR 23CM BASIC KIT,CA,PP,5,20.0,10.0,4.0,2
5704270,HemodialysisCatheter,CA,PP,5,20.0,10.0,5.0,6
SD105,FixtSuturingDevice5Pack,CA,PP,5,20.0,10.0,5.3,5
5834423,"HSTARBIOBLOC,42CM,ST,14.5F,SUR",EA,PP,1,20.0,10.0,6.0,5
5683273,"HSplit XK BioBloc, 27cm,St,Sur",EA,PP,1,20.0,10.0,6.5,1
5133350,"VAC, ST, 16 FR, 35 CM, STD KIT",CA,PP,5,20.0,10.0,7.0,5
5743310,"HS 14.5 FR MI 31 CM, ST W/",EA,PP,1,20.0,10.0,7.0,5
5743693,"HS IRC, 19cm, St, 14.5F, IR",EA,PP,1,20.0,10.0,7.0,5
5883693,"HStar XK BioBloc, 19cm,ST, SUR",EA,PP,1,20.0,10.0,7.0,5
VS3000230,Vacuum System 230V,EA,NC,1,20.0,10.0,20.0,30
5955610,6X10 OVAL END ITEM,EA,NC,1,20.0,10.3,2.0,1
5955810,8X10 ELLIPSE END ITEM,EA,NC,1,20.0,10.3,2.0,1
5551150,StraightAcuteDualLumenCatheter,CA,PP,5,20.0,10.3,6.5,5
5551200,StraightAcuteDualLumenCatheter,CA,PP,5,20.0,10.3,6.5,5
800081,URETHRAL TRAY 16FR W/O GL,CA,CG,20,20.0,10.5,16.5,7
5103150,"VAC,ST,14.5FR,15CM,STD KIT",CA,PP,5,20.0,11.0,7.0,5
5103350,"VAC, ST, 14.5 FR,35CM,STD KIT",CA,PP,5,20.0,11.0,7.0,5
5104280,"VAC,PC,14.5 FR, 28 CM, STD KIT",CA,PP,5,20.0,11.0,7.0,5
5618120,PWRTLINTL12.5CMPCACUTEDIALKIT,CA,PP,5,20.0,11.0,7.0,5
5618150,POWERTLINTL15CMPCACUTEDIALKIT,CA,PP,5,20.0,11.0,7.0,5
5693270,"HSXK, MI, 27 cm, ST",EA,PP,1,20.0,11.0,7.0,5
5744420,HemodialysisCatheter,EA,PP,1,20.0,11.0,7.0,5
5883273,"HStar XK BioBloc, 27cm,ST, SUR",EA,PP,1,20.0,11.0,7.0,5
5883310,HEMOGLIDE XK 16 FR STD 31CM ST,EA,PP,1,20.0,11.0,7.0,5
6913230,"OTW,INTL,XK,23CM ST, STD KIT",CA,PP,5,20.0,11.0,7.0,5
4132000,SingleLumenPICCNoStylet,CA,CG,10,20.0,11.0,9.0,8
7717312,"DOT Gro PICC, 3F, SL,Full w/MI",CA,PP,10,20.0,11.0,9.0,8
5904310,"EQ,SplitTip,Straight,MIKit31cm",EA,PP,1,20.0,12.0,7.0,5
6913420,"OTW,INTL,XK,42CM ST, STD KIT",CA,CG,5,20.0,12.0,7.0,3
5001168,IntermitAnitbactHydroCib65414,CA,PP,1,20.0,12.0,8.0,6
5001169,IntermitHydroCib65712,CA,PP,1,20.0,12.0,8.0,6
5001170,IntermitHydroCib65714,CA,PP,1,20.0,12.0,8.0,6
5001347,InterAnitbactHydrCibKtBzk63416,CA,PP,1,20.0,12.0,8.0,9
5001349,IntermitHydroCib65716,CA,PP,1,20.0,12.0,8.0,9
65414,IntermitAnitbactHydroCib65414,CA,PP,50,20.0,12.0,8.0,6
65712,IntermitHydroCib65712,CA,CG,50,20.0,12.0,8.0,6
65714,IntermitHydroCib65714,CA,CG,50,20.0,12.0,8.0,6
65716,IntermitHydroCib65716,CA,CG,50,20.0,12.0,8.0,9
63416,InterAnitbactHydrCibKtBzk63416,CA,PP,50,20.0,12.0,18.0,9
51614S,IntFirmMagicHydroFmlISKit51614,CA,CG,50,20.0,12.5,10.8,7
0044180,LevinTbPlastic,CA,CG,200,20.0,14.1,18.8,20
5583705,SingleEndedGuidewire,CA,PP,25,20.0,15.0,9.0,3
UNC1610,UrethralCathPVCStrip,CA,CG,30,20.0,15.5,18.5,16
UNC1612,UrethralCathPVCStrip,CA,CG,30,20.0,15.5,18.5,16
UNC1614,UrethralCathPVCStrip,CA,CG,30,20.0,15.5,18.5,16
UNC1616,UrethralCathPVCStrip,CA,CG,30,20.0,15.5,18.5,16
UNC1618,UrethralCathPVCStrip,CA,CG,30,20.0,15.5,18.5,16
UNCCD1610,UrethralCathCoudePVCStrip,CA,CG,30,20.0,15.5,18.5,16
UNCCD1612,UrethralCathCoudePVCStrip,CA,CG,30,20.0,15.5,18.5,16
UNCCD1614,UrethralCathCoudePVCStrip,CA,CG,30,20.0,15.5,18.5,16
0684000553,MaquetSLforIabBSN,CA,CG,500,20.0,16.0,14.0,14
0684000554,MaquetSLforPsiBSN,CA,CG,500,20.0,16.0,14.0,14
52804,BNS Product - DNU,CA,CG,500,20.0,16.0,14.0,0
8009308,BNS Product - DNU,CA,PP,500,20.0,16.0,14.0,14
IV0636,SLIVUniv,CA,PP,50,20.0,16.0,14.0,3
IVB0127,BNS Product - DNU,CA,NC,500,20.0,16.0,14.0,0
IVNS001,SlIvUltraBulkKitw/Dfu,CA,CG,500,20.0,16.0,14.0,14
IVNS002,SlIvPedMicro4InKit,CA,NC,500,20.0,16.0,14.0,14
IVNS003,SlIntBulkKitw/Dfu,CA,CG,500,20.0,16.0,14.0,14
IVNS004,SlPremlMacroBulk,CA,CG,500,20.0,16.0,14.0,14
IVNS005,SlIvUltraPedBulkKitDfu,CA,CG,500,20.0,16.0,14.0,14
IVNS006,SlIvPremiumMicroBulkKitDfu,CA,CG,500,20.0,16.0,14.0,14
IVNS007,SlIvPremAbtOptlokBulkKitDfu,CA,CG,500,20.0,16.0,14.0,14
IVNS008,SlIvPremBaxMicroBulkKitDfu,CA,CG,500,20.0,16.0,14.0,14
IVNS009,SlIvPremBaxMacBulkKitDfu,CA,CG,500,20.0,16.0,14.0,14
IVNS010,SlIvPremBaxMacSpinBlkKitDfu,CA,CG,500,20.0,16.0,14.0,14
IVNS011,SlIvSlctMicro6inBulkKitDfu,CA,NC,500,20.0,16.0,14.0,14
IVNS012,SlIvSlctMacro6inBulkKitDfu,CA,CG,500,20.0,16.0,14.0,14
IVNS012P,SLIVSelectMacroPressureBNS,CA,CG,500,20.0,16.0,14.0,14
IVNS013,SlIvSlctMacro6inSmrtBlkKitDfu,CA,CG,500,20.0,16.0,14.0,14
IVNS014,SlIvSlctMicro6inSmrtBlkKitDfu,CA,NC,500,20.0,16.0,14.0,14
IVNS015,SlIvSlctMicroUltraBulkKitDfu,CA,CG,500,20.0,16.0,14.0,14
IVNS016,SlIvSlctMacroUltraBulkKitDfu,CA,CG,500,20.0,16.0,14.0,14
IVNS017,SlIvNexBnsKitDfu,CA,CG,500,20.0,16.0,14.0,14
IVNS020,SLIVUltraNTAdultKitw/DFU,CA,CG,500,20.0,16.0,14.0,14
IVNS021,SLIVUltraNTPedsKitw/DFU,CA,CG,500,20.0,16.0,14.0,14
IVNS022,SLIVAcuvanceAdultKitw/DFU,CA,CG,500,20.0,16.0,14.0,14
IVNS023,SLIVAcuvancePedsKitw/DFU,CA,CG,500,20.0,16.0,14.0,14
IVNS024,SLIVUltNexivaAdltBns,CA,CG,500,20.0,16.0,14.0,14
IVNS025,SLIVUltNexivaPedBns,CA,CG,500,20.0,16.0,14.0,14
R0724,BNS Product - DNU,CA,NC,500,20.0,16.0,14.0,1
R0799,BNS Product - DNU,CA,NC,500,20.0,16.0,14.0,1
R0935,BNS Product - DNU,CA,NC,500,20.0,16.0,14.0,1
RM0713181,BNS Product - DNU,CA,CG,500,20.0,16.0,14.0,14
STATLOCIVULT,IVUltNoPrepNsChurch,CA,CG,500,20.0,16.0,14.0,0
1008R,BagBathClothResealable,CA,CG,100,20.0,17.5,14.9,48
791600,FolyCathTrySilLtxFr,CA,CG,20,20.1,10.5,16.3,10
791800,FolyCathTrySilLtxFr,CA,CG,20,20.1,10.5,16.3,10
792100,FolyTryNoCathUnivSyr,CA,CG,20,20.1,10.5,16.3,9
8006400,RectalTube1Eye,CA,PP,12,20.1,3.4,0.1,1
702103,*SP*BD CATH TRAY W/O GLOV,CA,CG,20,20.1,10.5,16.5,9
702416,*SP*CATH RED RUBR/LUB/PAK,CA,CG,20,20.1,10.5,16.5,10
772100,UrthrlCathTryNoCathBasin,CA,CG,20,20.1,10.5,16.5,9
8104040,IcebagStraightVnyl,CA,CG,48,20.2,7.1,13.1,8
8104050,IcebagCurvedVnyl,CA,CG,48,20.2,7.1,13.1,8
8104060,IcebagEnglishVnyl,CA,CG,48,20.2,7.1,13.1,10
770715,UrthrlCathTryRRBasinCoude,CA,CG,20,20.2,10.5,16.3,9
NNU8J,UnivDrainCatheterW/Nitinol,CA,PP,5,20.3,4.3,2.5,1
5504150,Niagara Slim-Cath 15Cm,CA,PP,5,20.3,8.8,5.0,2
5504200,Niagara Slim-Cath 20Cm,CA,PP,5,20.3,8.8,5.0,2
5534230,PreCurvedDLCathShortCuffHub,CA,PP,5,20.3,8.8,5.0,2
5577105,12F 12.5CM FLEX 2 KIT,CA,NC,5,20.3,8.8,5.0,2
5577115,12F 15CM FLEX2 KIT,CA,PP,5,20.3,8.8,5.0,2
5577202,NIAGARA 20CM KIT,CA,PP,5,20.3,8.8,5.0,2
5577215,FLEXXICON II,CA,PP,5,20.3,8.8,5.0,2
5577220,FLEXXICON II,CA,PP,5,20.3,8.8,5.0,2
5577224,NIAGARA 24CM KIT,CA,PP,5,20.3,8.8,5.0,2
5577240,DL KIT (JPN)-DLK 4424J,CA,PP,5,20.3,8.8,5.0,2
5577324,FLEXXICON II,CA,PP,5,20.3,8.8,5.0,2
5678155,NIAGARA 15 PC KIT,CA,PP,5,20.3,8.8,5.0,2
5678200,DL KIT-DLK 4400,CA,PP,5,20.3,8.8,5.0,2
5503150,Niagara Slim-Cath 15Cm,CA,PP,5,20.3,8.9,5.0,2
5503200,Niagara Slim-Cath 20Cm,CA,PP,5,20.3,8.9,5.0,2
5503240,Niagara Slim-Cath 24Cm,CA,PP,5,20.3,8.9,5.0,2
5577175,StraightDualLumenCatheter,CA,PP,5,20.3,8.9,5.0,2
5678150,DL KIT - DLK4000,CA,PP,5,20.3,8.9,5.0,2
772414,UrthrlClsdTryRRCathBasin,CA,CG,20,20.3,10.4,16.2,10
5955600,"VentralightST wEchoPS 6"" Circl",EA,NC,1,20.3,10.5,1.8,1
7503,IrrTryPistFlaskBasinw/CSRCan,CA,CG,20,20.3,10.5,15.3,7
7501,IrrigationTrayBulbSyringe,CA,CG,20,20.3,10.5,16.3,20
832180,UniversalCathPakCatheterTray,CA,CG,20,20.3,10.5,16.3,7
992116,FolyTryUnivICCathPrep2way,CA,CG,20,20.3,10.5,16.3,10
992118,FolyTryUnivICCathPrep2way,CA,CG,20,20.3,10.5,16.3,10
800094,SP URETH TR-JACKSON MEM'L,CA,CG,20,20.3,10.5,16.3,10
701600S,*SP*SIL FOLEY TRAY/LUB/PK,CA,CG,20,20.3,10.5,16.4,11
782100,FolyNoCathTryUnivSyr,CA,CG,20,20.3,10.5,16.4,9
702101,*SP*URET W/O CATH/LUB/PAK,CA,CG,20,20.3,10.5,16.5,10
802011,InsTryPVICSRNoCathNoBag,CA,CG,20,20.3,10.6,16.1,8
772417,UrthrlTryLFBasnVnylGlvs,CA,CG,20,20.3,10.6,16.3,9
772514,UrthrlTryPlasCathBasin,CA,CG,20,20.3,10.6,16.3,10
802031,InsTryPVICSRNoCathNoBag,CA,CG,20,20.3,10.6,16.3,9
0045490,NOVAPLUS PISTON TRAY CSR,CA,CG,20,20.3,10.8,16.6,8
0045310,NOVAPLUS BULB TRAY CSR,CA,CG,20,20.3,10.8,16.8,9
ENCFF01,EnCor Fire Forward Siemens,EA,PP,1,20.3,11.5,4.0,5
5053211002,ColFreedomClearSS5053211002,CA,CG,100,20.3,12.3,8.8,6
5053211020,ColFreedomClearSS5053211020,CA,CG,100,20.3,12.3,8.8,6
5053211400,ColFreedomClearSS5053211400,CA,PP,100,20.3,12.3,8.8,6
5053301002,ColFreedomClearSS 5053301002,CA,CG,30,20.3,12.3,8.8,6
5053301020,ColFreedomClearSS5053301020,CA,CG,30,20.3,12.3,8.8,6
5053311002,ColFreedomClearSS5053311002,CA,CG,100,20.3,12.3,8.8,6
5053311020,ColFreedomClearSS5053311020,CA,CG,100,20.3,12.3,8.8,6
0113024,SaluteReuseableHandle,EA,PP,1,20.3,12.5,4.5,3
0113036,SaluteShaft38cm,EA,PP,1,20.3,12.5,4.5,3
0113037,SALUTE SHAFT 18CM,EA,PP,1,20.3,12.5,4.5,3
9113024,REFURBISHED 3024,EA,NC,1,20.3,12.5,4.5,3
9113036,REFURBISHED 3036,EA,NC,1,20.3,12.5,4.5,3
55414,InterFrmMagAntibactHydCib55414,CA,CG,50,20.3,12.4,8.7,6
55416,InterFrmMagAntibaHydroCib55416,CA,CG,50,20.3,12.4,8.7,6
55418,InterFrmMagAntibactHydCib55418,CA,CG,50,20.3,12.4,8.7,6
65412,IntermAnitbactialHydroCib65412,CA,CG,50,20.3,12.4,8.7,6
65416,IntermitAnitbactlHydroCib65416,CA,CG,50,20.3,12.4,8.7,6
